allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d	pQG1rel01	pQG1rel02	pQG1rel03	pQG1rel04	pQG1rel05	pQG1rel06	pQG1rel07	pQG1rel08	pQG1rel09
g0319_0003	g0319	NA	HTH merR-type domain-containing protein	80	3	12	1	1	1	0	0	0	0	12	HTH merR-type domain-containing protein(11):Transcriptional regulator(1)	NA(12)	315	321	316.50	105	5	pQBR103_00341		pQBR11d_00360	pQBR124_00340	pQBR4_00364	pQBR43_00383			pQBR49_00382	pQBR5_00340	pQBR50d_00340	pQG1rel01_00341			pQG1rel04_00454		pQG1rel06_00388		pQG1rel08_00394	
g0311_0003	g0311	NA	Talin-middle domain-containing protein	80	3	12	1	1	1	0	0	0	0	12	Talin-middle domain-containing protein(10):hypothetical protein(1):Transcriptional regulator(1)	NA(12)	204	333	220.50	105	6	pQBR103_00342		pQBR11d_00361	pQBR124_00341	pQBR4_00365	pQBR43_00384			pQBR49_00383	pQBR5_00341	pQBR50d_00341	pQG1rel01_00342			pQG1rel04_00455		pQG1rel06_00389		pQG1rel08_00395	
g0289_0003	g0289	NA	Putative transmembrane protein	80	3	12	1	1	1	0	0	0	0	12	Putative transmembrane protein(11):Lipoprotein(1)	NA(12)	420	420	420.00	105	7	pQBR103_00343		pQBR11d_00362	pQBR124_00342	pQBR4_00366	pQBR43_00385			pQBR49_00384	pQBR5_00342	pQBR50d_00342	pQG1rel01_00343			pQG1rel04_00456		pQG1rel06_00390		pQG1rel08_00396	
g0234_0004	g0234	NA	DUF3846 domain-containing protein	90	3	12	1	1	1	0	0	0	0	12	DUF3846 domain-containing protein(12)	NA(12)	705	705	705.00	105	8	pQBR103_00344		pQBR11d_00363	pQBR124_00343	pQBR4_00367	pQBR43_00386			pQBR49_00385	pQBR5_00343	pQBR50d_00343	pQG1rel01_00344			pQG1rel04_00457		pQG1rel06_00391		pQG1rel08_00397	
g0158_0005	g0158	NA	DUF4367 domain-containing protein	95	4	12	1	1	1	0	0	0	0	12	DUF4367 domain-containing protein(12)	NA(12)	333	333	333.00	106	1	pQBR103_00328		pQBR11d_00346	pQBR124_00327	pQBR4_00351	pQBR43_00370			pQBR49_00369	pQBR5_00327	pQBR50d_00327	pQG1rel01_00328			pQG1rel04_00439		pQG1rel06_00374		pQG1rel08_00382	
g0160_0003	g0160	recJ	tRNA-edit domain-containing protein	80	4	12	1	1	1	0	0	0	0	12	tRNA-edit domain-containing protein(8):Single-stranded-DNA-specific exonuclease RecJ(4)	NA(8):recJ(4)	315	315	315.00	106	2	pQBR103_00327		pQBR11d_00345	pQBR124_00326	pQBR4_00350	pQBR43_00369			pQBR49_00368	pQBR5_00326	pQBR50d_00326	pQG1rel01_00327			pQG1rel04_00438		pQG1rel06_00373		pQG1rel08_00381	
g0177_0001	g0177	NA	hypothetical protein	60	4	12	1	1	1	0	0	0	0	12	hypothetical protein(12)	NA(12)	159	168	163.50	106	3	pQBR103_00326		pQBR11d_00344	pQBR124_00325	pQBR4_00349	pQBR43_00368			pQBR49_00367	pQBR5_00325	pQBR50d_00325	pQG1rel01_00326			pQG1rel04_00437		pQG1rel06_00372		pQG1rel08_00380	
g0546_0005	g0546	NA	Phage protein	95	2	12	1	1	1	0	0	0	0	12	Phage protein(12)	NA(12)	228	231	230.75	107	1	pQBR103_00300		pQBR11d_00316	pQBR124_00299	pQBR4_00323	pQBR43_00342			pQBR49_00341	pQBR5_00299	pQBR50d_00299	pQG1rel01_00300			pQG1rel04_00409		pQG1rel06_00345		pQG1rel08_00352	
g0390_0004	g0390	NA	Transmembrane protein	90	2	12	1	1	1	0	0	0	0	12	Transmembrane protein(12)	NA(12)	1182	1182	1182.00	107	2	pQBR103_00301		pQBR11d_00317	pQBR124_00300	pQBR4_00324	pQBR43_00343			pQBR49_00342	pQBR5_00300	pQBR50d_00300	pQG1rel01_00301			pQG1rel04_00410		pQG1rel06_00346		pQG1rel08_00353	
g0430_0005	g0430	NA	DUF998 domain-containing protein	95	2	12	1	1	1	0	0	0	0	12	DUF998 domain-containing protein(12)	NA(12)	630	705	636.25	107	3	pQBR103_00302		pQBR11d_00318	pQBR124_00301	pQBR4_00325	pQBR43_00344			pQBR49_00343	pQBR5_00301	pQBR50d_00301	pQG1rel01_00302			pQG1rel04_00411		pQG1rel06_00347		pQG1rel08_00354	
g0172_0003	g0172	NA	DNA primase	80	4	12	1	1	1	0	0	0	0	12	DNA primase(11):Phosphoribosylpyrophosphate synthetase(1)	NA(12)	204	204	204.00	108	1	pQBR103_00348		pQBR11d_00366	pQBR124_00346	pQBR4_00370	pQBR43_00389			pQBR49_00388	pQBR5_00346	pQBR50d_00346	pQG1rel01_00348			pQG1rel04_00460		pQG1rel06_00394		pQG1rel08_00399	
g0133_0002	g0133	NA	Transferred entry: 5-62-1	70	4	12	1	1	1	0	0	0	0	12	Transferred entry: 5-62-1(10):Mutator family transposase(2)	NA(12)	432	432	432.00	108	2	pQBR103_00350		pQBR11d_00368	pQBR124_00348	pQBR4_00372	pQBR43_00391			pQBR49_00390	pQBR5_00348	pQBR50d_00348	pQG1rel01_00350			pQG1rel04_00462		pQG1rel06_00395		pQG1rel08_00401	
g0325_0002	g0325	NA	Exported protein	70	3	12	1	1	1	0	0	0	0	12	Exported protein(12)	NA(12)	294	303	301.50	108	3	pQBR103_00352		pQBR11d_00370	pQBR124_00350	pQBR4_00374	pQBR43_00393			pQBR49_00392	pQBR5_00350	pQBR50d_00350	pQG1rel01_00352			pQG1rel04_00463		pQG1rel06_00397		pQG1rel08_00402	
g0248_0004	g0248	NA	TPR-REGION domain-containing protein	90	3	12	1	1	1	0	0	0	0	12	TPR-REGION domain-containing protein(12)	NA(12)	408	597	471.00	109	1	pQBR103_00206		pQBR11d_00222	pQBR124_00205	pQBR4_00229	pQBR43_00248			pQBR49_00248	pQBR5_00205	pQBR50d_00205	pQG1rel01_00206			pQG1rel04_00324		pQG1rel06_00256		pQG1rel08_00256	
g0026_1_0012	g0026_1	NA	NAD-dependent protein deacylase	95	3	12	1	1	1	0	0	0	0	12	NAD-dependent protein deacylase(12)	NA(12)	762	762	762.00	109	2	pQBR103_00205		pQBR11d_00221	pQBR124_00204	pQBR4_00228	pQBR43_00247			pQBR49_00247	pQBR5_00204	pQBR50d_00204	pQG1rel01_00205			pQG1rel04_00323		pQG1rel06_00255		pQG1rel08_00255	
g0714_0006	g0714	NA	SMI1/KNR4 family protein	98	1	12	1	1	1	0	0	0	0	12	SMI1/KNR4 family protein(12)	NA(12)	657	657	657.00	110	1	pQBR103_00234		pQBR11d_00250	pQBR124_00233	pQBR4_00257	pQBR43_00276			pQBR49_00276	pQBR5_00233	pQBR50d_00233	pQG1rel01_00234			pQG1rel04_00338		pQG1rel06_00279		pQG1rel08_00286	
g0315_0003	g0315	NA	Znf/thioredoxin-put domain-containing protein	80	3	12	1	1	1	0	0	0	0	12	Znf/thioredoxin-put domain-containing protein(12)	NA(12)	264	327	311.25	111	1	pQBR103_00332		pQBR11d_00351	pQBR124_00331	pQBR4_00355	pQBR43_00374			pQBR49_00373	pQBR5_00331	pQBR50d_00331	pQG1rel01_00332			pQG1rel04_00444		pQG1rel06_00379		pQG1rel08_00386	
g0478_0005	g0478	NA	SLT domain-containing protein	95	2	12	1	1	1	0	0	0	0	12	SLT domain-containing protein(12)	NA(12)	456	456	456.00	112	1	pQBR103_00220		pQBR11d_00236	pQBR124_00219	pQBR4_00243	pQBR43_00262			pQBR49_00262	pQBR5_00219	pQBR50d_00219	pQG1rel01_00220				pQG1rel05_00352		pQG1rel07_00352		pQG1rel09_00352
g0032_0004	g0032	NA	Tellurium resistance protein	90	4	12	1	1	1	1	0	1	0	12	Tellurium resistance protein(12):hypothetical protein(1)	NA(13)	375	705	654.92	113	1	pQBR103_00319		pQBR11d_00337	pQBR124_00318	pQBR4_00342	pQBR43_00361			pQBR49_00360	pQBR5_00318	pQBR50d_00318	pQG1rel01_00319			(pQG1rel04_00429:pQG1rel04_00430)		pQG1rel06_00365		pQG1rel08_00372	
g0301_0004	g0301	NA	Inner membrane protein	90	2	12	1	1	1	0	0	0	0	12	Inner membrane protein(12)	NA(12)	378	378	378.00	114	1	pQBR103_00295		pQBR11d_00311	pQBR124_00294	pQBR4_00318	pQBR43_00337			pQBR49_00336	pQBR5_00294	pQBR50d_00294	pQG1rel01_00295			pQG1rel04_00399		pQG1rel06_00339		pQG1rel08_00348	
g0131_0003	g0131	asnC	AsnC family protein	80	4	12	1	1	1	0	0	0	0	12	AsnC family protein(9):hypothetical protein(3)	asnC(9):NA(3)	432	438	436.50	115	1	pQBR103_00290		pQBR11d_00306	pQBR124_00289	pQBR4_00313	pQBR43_00332			pQBR49_00331	pQBR5_00289	pQBR50d_00289	pQG1rel01_00290			pQG1rel04_00394		pQG1rel06_00335		pQG1rel08_00343	
g0557_0003	g0557	NA	hypothetical protein	80	2	12	1.75	1	2	0	9	0	9	21	hypothetical protein(21)	NA(21)	210	210	210.00	116	1	pQBR103_00110;pQBR103_00228		pQBR11d_00111;pQBR11d_00244	pQBR124_00109;pQBR124_00227	pQBR4_00109;pQBR4_00251	pQBR43_00109;pQBR43_00270		pQBR47p_00109	pQBR49_00109;pQBR49_00270	pQBR5_00109;pQBR5_00227	pQBR50d_00109;pQBR50d_00227	pQG1rel01_00110;pQG1rel01_00228			pQG1rel04_00331		pQG1rel06_00272			
g0123_0001	g0123	NA	Putative transmembrane protein	60	4	12	1	1	1	0	0	0	0	12	Putative transmembrane protein(12)	NA(12)	489	498	497.25	117	1	pQBR103_00293		pQBR11d_00309	pQBR124_00292	pQBR4_00316	pQBR43_00335			pQBR49_00334	pQBR5_00292	pQBR50d_00292	pQG1rel01_00293			pQG1rel04_00397		pQG1rel06_00337		pQG1rel08_00346	
g0413_0003	g0413	NA	ANK-REP-REGION domain-containing protein	80	2	12	1	1	1	0	0	0	0	12	ANK-REP-REGION domain-containing protein(12)	NA(12)	867	891	885.00	118	1	pQBR103_00387		pQBR11d_00405	pQBR124_00384	pQBR4_00408				pQBR49_00426	pQBR5_00384	pQBR50d_00384	pQG1rel01_00387				pQG1rel05_00403		pQG1rel07_00403	pQG1rel08_00434	pQG1rel09_00395
g0295_0003	g0295	NA	LPD25 domain-containing protein	80	3	12	1	1	1	0	0	0	0	12	LPD25 domain-containing protein(11):Clr5 domain-containing protein(1)	NA(12)	399	402	401.75	119	1	pQBR103_00323		pQBR11d_00341	pQBR124_00322	pQBR4_00346	pQBR43_00365			pQBR49_00364	pQBR5_00322	pQBR50d_00322	pQG1rel01_00323			pQG1rel04_00434		pQG1rel06_00369		pQG1rel08_00377	
g0561_0003	g0561	NA	Transposase	80	2	12	1	1	1	0	0	0	0	12	Transposase(12)	NA(12)	204	204	204.00	120	1	pQBR103_00216		pQBR11d_00232	pQBR124_00215	pQBR4_00239	pQBR43_00258			pQBR49_00258	pQBR5_00215	pQBR50d_00215	pQG1rel01_00216				pQG1rel05_00295		pQG1rel07_00295		pQG1rel09_00295
g0447_0005	g0447	NA	Putative transmembrane protein	95	2	11	1	1	1	0	0	0	0	11	Putative transmembrane protein(11)	NA(11)	621	621	621.00	121	1	pQBR103_00133		pQBR11d_00144	pQBR124_00132	pQBR4_00132	pQBR43_00132		pQBR47p_00132	pQBR49_00132	pQBR5_00132	pQBR50d_00132	pQG1rel01_00133							pQG1rel08_00180	
g0590_0006	g0590	NA	PHB domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	PHB domain-containing protein(11)	NA(11)	1932	1932	1932.00	121	2	pQBR103_00134		pQBR11d_00145	pQBR124_00133	pQBR4_00133	pQBR43_00133		pQBR47p_00133	pQBR49_00133	pQBR5_00133	pQBR50d_00133	pQG1rel01_00134							pQG1rel08_00181	
g0350_0004	g0350	NA	DNA repair protein	90	2	11	1	1	1	0	0	0	0	11	DNA repair protein(11)	NA(11)	5247	5247	5247.00	121	3	pQBR103_00135		pQBR11d_00146	pQBR124_00134	pQBR4_00134	pQBR43_00134		pQBR47p_00134	pQBR49_00134	pQBR5_00134	pQBR50d_00134	pQG1rel01_00135							pQG1rel08_00182	
g0567_0003	g0567	NA	Type III secretion effector protein	80	2	11	1	1	1	0	0	0	0	11	Type III secretion effector protein(9):Type III effector HopAV1(2)	NA(11)	186	195	187.64	122	1	pQBR103_00222		pQBR11d_00238	pQBR124_00221	pQBR4_00245	pQBR43_00264			pQBR49_00264	pQBR5_00221	pQBR50d_00221	pQG1rel01_00222	pQG1rel02_00181	pQG1rel03_00181						
g0505_0003	g0505	NA	DUF2793 domain-containing protein	80	2	11	1	1	1	0	0	0	0	11	DUF2793 domain-containing protein(9):Penicillin-binding protein 1C(2)	NA(11)	312	357	348.82	122	2	pQBR103_00223		pQBR11d_00239	pQBR124_00222	pQBR4_00246	pQBR43_00265			pQBR49_00265	pQBR5_00222	pQBR50d_00222	pQG1rel01_00223	pQG1rel02_00153	pQG1rel03_00153						
g0519_0005	g0519	NA	Pept-C1 domain-containing protein	95	2	11	1	1	1	0	0	0	0	11	Pept-C1 domain-containing protein(11)	NA(11)	321	321	321.00	123	1	pQBR103_00394		pQBR11d_00412	pQBR124_00391	pQBR4_00415				pQBR49_00433	pQBR5_00391	pQBR50d_00391	pQG1rel01_00394			pQG1rel04_00493		pQG1rel06_00442		pQG1rel08_00441	
g0331_0005	g0331	NA	Glyco-hydro-3 domain-containing protein	95	3	11	1	1	1	0	0	0	0	11	Glyco-hydro-3 domain-containing protein(11)	NA(11)	282	282	282.00	123	2	pQBR103_00395		pQBR11d_00413	pQBR124_00392	pQBR4_00416				pQBR49_00434	pQBR5_00392	pQBR50d_00392	pQG1rel01_00395			pQG1rel04_00494		pQG1rel06_00443		pQG1rel08_00442	
g0551_0004	g0551	NA	DUF190 domain-containing protein	90	2	11	1	1	1	0	0	0	0	11	DUF190 domain-containing protein(11)	NA(11)	219	219	219.00	124	1	pQBR103_00376		pQBR11d_00394	pQBR124_00373	pQBR4_00397				pQBR49_00415	pQBR5_00373	pQBR50d_00373	pQG1rel01_00376			pQG1rel04_00485		pQG1rel06_00424		pQG1rel08_00423	
g0338_0004	g0338	NA	DUF3077 domain-containing protein	90	3	11	1	1	1	0	0	0	0	11	DUF3077 domain-containing protein(11)	NA(11)	249	249	249.00	124	2	pQBR103_00377		pQBR11d_00395	pQBR124_00374	pQBR4_00398				pQBR49_00416	pQBR5_00374	pQBR50d_00374	pQG1rel01_00377			pQG1rel04_00486		pQG1rel06_00425		pQG1rel08_00424	
g0495_0003	g0495	NA	DUF2591 domain-containing protein	80	2	11	1	1	1	0	0	0	0	11	DUF2591 domain-containing protein(8):Riboflavin biosynthesis intermediates N-glycosidase(3)	NA(11)	234	378	338.73	125	1	pQBR103_00384		pQBR11d_00402	pQBR124_00381	pQBR4_00405				pQBR49_00423	pQBR5_00381	pQBR50d_00381	pQG1rel01_00384				pQG1rel05_00400		pQG1rel07_00400		pQG1rel09_00392
g0303_0005	g0303	NA	L-rhamnose mutarotase	95	3	11	1	1	1	0	0	0	0	11	L-rhamnose mutarotase(11)	NA(11)	375	375	375.00	126	1	pQBR103_00309		pQBR11d_00325	pQBR124_00308	pQBR4_00332	pQBR43_00351			pQBR49_00350	pQBR5_00308	pQBR50d_00308	pQG1rel01_00309			pQG1rel04_00418		pQG1rel06_00354			
g0264_0005	g0264	NA	ERF1-2 domain-containing protein	95	3	11	1	1	1	0	0	0	0	11	ERF1-2 domain-containing protein(11)	NA(11)	486	486	486.00	127	1	pQBR103_00355		pQBR11d_00373	pQBR124_00353	pQBR4_00377	pQBR43_00396			pQBR49_00395	pQBR5_00353	pQBR50d_00353	pQG1rel01_00355			pQG1rel04_00466				pQG1rel08_00405	
g0877_0006	g0877	NA	hypothetical protein	98	1	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	279	279	279.00	128	1	pQBR103_00507	pQBR106p_00111		pQBR124_00514	pQBR4_00625	pQBR43_00581	pQBR44d_00133	pQBR47p_00306	pQBR49_00636	pQBR5_00557	pQBR50d_00651	pQG1rel01_00507								
g0312_0005	g0312	NA	Malate synthase	95	3	11	1	1	1	0	0	0	0	11	Malate synthase(11)	NA(11)	327	327	327.00	129	1	pQBR103_00345		pQBR11d_00364	pQBR124_00344	pQBR4_00368	pQBR43_00387			pQBR49_00386	pQBR5_00344	pQBR50d_00344	pQG1rel01_00345			pQG1rel04_00458		pQG1rel06_00392			
g0281_0002	g0281	xkdX	hypothetical protein	70	3	11	1	1	1	0	0	0	0	11	hypothetical protein(10):XkdX family protein(1)	NA(10):xkdX(1)	180	441	392.73	130	1	pQBR103_00142		pQBR11d_00157	pQBR124_00141	pQBR4_00141	pQBR43_00141		pQBR47p_00141	pQBR49_00141	pQBR5_00141	pQBR50d_00141	pQG1rel01_00142							pQG1rel08_00162	
g0558_0005	g0558	NA	MBL fold metallo-hydrolase	95	2	11	1	1	1	0	0	0	0	11	MBL fold metallo-hydrolase(11)	NA(11)	210	210	210.00	131	1	pQBR103_00349		pQBR11d_00367	pQBR124_00347	pQBR4_00371	pQBR43_00390			pQBR49_00389	pQBR5_00347	pQBR50d_00347	pQG1rel01_00349			pQG1rel04_00461				pQG1rel08_00400	
g0565_0001	g0565	NA	hypothetical protein	60	2	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	192	195	194.45	132	1	pQBR103_00165			pQBR124_00164	pQBR4_00164	pQBR43_00164		pQBR47p_00164	pQBR49_00164	pQBR5_00164	pQBR50d_00164	pQG1rel01_00165	pQG1rel02_00175	pQG1rel03_00175						
g0734_0006	g0734	NA	DUF262 domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	DUF262 domain-containing protein(11)	NA(11)	588	588	588.00	133	1	pQBR103_00314		pQBR11d_00330	pQBR124_00313	pQBR4_00337	pQBR43_00356			pQBR49_00355	pQBR5_00313	pQBR50d_00313	pQG1rel01_00314			pQG1rel04_00422		pQG1rel06_00358			
g0347_0002	g0347	NA	Transposase	70	3	11	1	1	1	0	0	0	0	11	Transposase(11)	NA(11)	198	198	198.00	134	1	pQBR103_00335		pQBR11d_00354	pQBR124_00334	pQBR4_00358	pQBR43_00377			pQBR49_00376	pQBR5_00334	pQBR50d_00334	pQG1rel01_00335					pQG1rel06_00382		pQG1rel08_00389	
g0527_0005	g0527	NA	DUF5611 domain-containing protein	95	2	11	1	1	1	0	0	0	0	11	DUF5611 domain-containing protein(11)	NA(11)	291	300	291.82	135	1	pQBR103_00337		pQBR11d_00356	pQBR124_00336	pQBR4_00360	pQBR43_00379			pQBR49_00378	pQBR5_00336	pQBR50d_00336	pQG1rel01_00337			pQG1rel04_00449		pQG1rel06_00384			
g0510_0002	g0510	NA	hypothetical protein	70	2	11	1	1	1	0	0	0	0	11	hypothetical protein(11)	NA(11)	138	348	157.09	136	1	pQBR103_00113		pQBR11d_00114	pQBR124_00112	pQBR4_00112	pQBR43_00112		pQBR47p_00112	pQBR49_00112	pQBR5_00112	pQBR50d_00112	pQG1rel01_00113							pQG1rel08_00274	
g0926_0006	g0926	NA	Type III secretion system protein	98	1	10	1	1	1	0	0	0	0	10	Type III secretion system protein(10)	NA(10)	237	237	237.00	137	1	pQBR103_00114		pQBR11d_00115	pQBR124_00113	pQBR4_00113	pQBR43_00113		pQBR47p_00113	pQBR49_00113	pQBR5_00113	pQBR50d_00113	pQG1rel01_00114								
g0779_0006	g0779	NA	PaREP2b	98	1	10	1	1	1	0	0	0	0	10	PaREP2b(10)	NA(10)	459	459	459.00	137	2	pQBR103_00115		pQBR11d_00116	pQBR124_00114	pQBR4_00114	pQBR43_00114		pQBR47p_00114	pQBR49_00114	pQBR5_00114	pQBR50d_00114	pQG1rel01_00115								
g0825_0006	g0825	NA	Lytic transglycosylase	98	1	10	1	1	1	0	0	0	0	10	Lytic transglycosylase(10)	NA(10)	357	357	357.00	137	3	pQBR103_00116		pQBR11d_00117	pQBR124_00115	pQBR4_00115	pQBR43_00115		pQBR47p_00115	pQBR49_00115	pQBR5_00115	pQBR50d_00115	pQG1rel01_00116								
g0817_0006	g0817	NA	Putative transmembrane protein	98	1	10	1	1	1	0	0	0	0	10	Putative transmembrane protein(10)	NA(10)	369	369	369.00	137	4	pQBR103_00117		pQBR11d_00118	pQBR124_00116	pQBR4_00116	pQBR43_00116		pQBR47p_00116	pQBR49_00116	pQBR5_00116	pQBR50d_00116	pQG1rel01_00117								
g0851_0006	g0851	NA	DUF4379 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF4379 domain-containing protein(10)	NA(10)	318	318	318.00	138	1	pQBR103_00404		pQBR11d_00422	pQBR124_00401	pQBR4_00425				pQBR49_00443	pQBR5_00401	pQBR50d_00401	pQG1rel01_00404			pQG1rel04_00503				pQG1rel08_00451	
g0553_0005	g0553	NA	SH3 domain-containing protein	95	2	10	1	1	1	0	0	0	0	10	SH3 domain-containing protein(10)	NA(10)	216	216	216.00	138	2	pQBR103_00403		pQBR11d_00421	pQBR124_00400	pQBR4_00424				pQBR49_00442	pQBR5_00400	pQBR50d_00400	pQG1rel01_00403			pQG1rel04_00502				pQG1rel08_00450	
g0934_0006	g0934	NA	Cytochrome B5	98	1	10	1	1	1	0	0	0	0	10	Cytochrome B5(10)	NA(10)	231	231	231.00	139	1	pQBR103_00111		pQBR11d_00112	pQBR124_00110	pQBR4_00110	pQBR43_00110		pQBR47p_00110	pQBR49_00110	pQBR5_00110	pQBR50d_00110	pQG1rel01_00111								
g0781_0006	g0781	NA	Putative exported protein	98	1	10	1	1	1	0	0	0	0	10	Putative exported protein(10)	NA(10)	450	450	450.00	139	2	pQBR103_00112		pQBR11d_00113	pQBR124_00111	pQBR4_00111	pQBR43_00111		pQBR47p_00111	pQBR49_00111	pQBR5_00111	pQBR50d_00111	pQG1rel01_00112								
g0058_1_0003	g0058_1	NA	Copper resistance system multicopper oxidase	80	2	10	1.80	1	4	0	4	0	8	18	Copper resistance system multicopper oxidase(17):Copper resistance protein A(1)	NA(18)	1935	2010	1998.50	140	1					pQBR4_00452;pQBR4_00585	pQBR43_00216;pQBR43_00415;pQBR43_00450		pQBR47p_00216	pQBR49_00210;pQBR49_00469;pQBR49_00659	pQBR5_00534	pQBR50d_00407;pQBR50d_00439;pQBR50d_00572;pQBR50d_00611					pQG1rel05_00332		pQG1rel07_00332	pQG1rel08_00124	pQG1rel09_00332
g0916_0006	g0916	NA	DUF222 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF222 domain-containing protein(10)	NA(10)	243	243	243.00	141	1	pQBR103_00318		pQBR11d_00336	pQBR124_00317	pQBR4_00341	pQBR43_00360			pQBR49_00359	pQBR5_00317	pQBR50d_00317	pQG1rel01_00318							pQG1rel08_00371	
g0080	g0080	NA	Cystathionine gamma-lyase	50	4	10	2.80	1	6	0	6	0	18	28	Cystathionine gamma-lyase(15):Transposase(12):hypothetical protein(1)	NA(28)	285	963	845.14	142	1					pQBR4_00448;pQBR4_00486;pQBR4_00551;pQBR4_00588	pQBR43_00182;pQBR43_00219;pQBR43_00412;pQBR43_00449;pQBR43_00485		pQBR47p_00182;pQBR47p_00219	pQBR49_00176;pQBR49_00213;pQBR49_00466;pQBR49_00503;pQBR49_00656;pQBR49_00693	pQBR5_00500;pQBR5_00537	pQBR50d_00404;pQBR50d_00473;pQBR50d_00538;pQBR50d_00576;pQBR50d_00614					pQG1rel05_00335		pQG1rel07_00335	pQG1rel08_00121	pQG1rel09_00335
g0444_0005	g0444	NA	hypothetical protein	95	2	10	1	1	1	0	0	0	0	10	hypothetical protein(10)	NA(10)	636	636	636.00	143	1	pQBR103_00225		pQBR11d_00241	pQBR124_00224	pQBR4_00248	pQBR43_00267			pQBR49_00267	pQBR5_00224	pQBR50d_00224	pQG1rel01_00225							pQG1rel08_00267	
g0563	g0563	copZ	Copper chaperone CopZ	50	2	10	1.80	1	4	0	4	0	8	18	Copper chaperone CopZ(14):HMA domain-containing protein(4)	copZ(14):NA(4)	201	201	201.00	144	1					pQBR4_00466;pQBR4_00571	pQBR43_00202;pQBR43_00429;pQBR43_00465		pQBR47p_00202	pQBR49_00196;pQBR49_00483;pQBR49_00673	pQBR5_00520	pQBR50d_00421;pQBR50d_00453;pQBR50d_00558;pQBR50d_00597					pQG1rel05_00329		pQG1rel07_00329	pQG1rel08_00127	pQG1rel09_00329
g0179_0003	g0179	cusA	Cu/Ag efflux pump CusA	80	3	10	1.80	1	4	0	4	0	8	18	Cu/Ag efflux pump CusA(14):CusA/CzcA family heavy metal efflux RND transporter(4)	cusA(14):NA(4)	3144	3159	3155.67	145	1					pQBR4_00459;pQBR4_00578	pQBR43_00209;pQBR43_00422;pQBR43_00458		pQBR47p_00209	pQBR49_00203;pQBR49_00476;pQBR49_00666	pQBR5_00527	pQBR50d_00414;pQBR50d_00446;pQBR50d_00565;pQBR50d_00604					pQG1rel05_00315		pQG1rel07_00315	pQG1rel08_00142	pQG1rel09_00315
g0193_0001	g0193	baeS	Signal transduction histidine kinase	60	2	10	1.80	1	4	0	4	0	8	18	Signal transduction histidine kinase(13):Sensor protein(5)	baeS(13):NA(5)	1194	1410	1393.33	146	1					pQBR4_00456;pQBR4_00581	pQBR43_00212;pQBR43_00419;pQBR43_00454		pQBR47p_00212	pQBR49_00206;pQBR49_00473;pQBR49_00663	pQBR5_00530	pQBR50d_00411;pQBR50d_00443;pQBR50d_00568;pQBR50d_00607					pQG1rel05_00321		pQG1rel07_00321	pQG1rel08_00136	pQG1rel09_00321
g0476_0001	g0476	NA	DUF411 domain-containing protein	60	2	10	1.50	1	3	0	4	0	5	15	DUF411 domain-containing protein(11):Metal-binding protein(4)	NA(15)	456	468	459.20	147	1					pQBR4_00447;pQBR4_00589	pQBR43_00220;pQBR43_00411		pQBR47p_00220	pQBR49_00214;pQBR49_00465;pQBR49_00655	pQBR5_00538	pQBR50d_00403;pQBR50d_00615					pQG1rel05_00336		pQG1rel07_00336	pQG1rel08_00120	pQG1rel09_00336
g0536_0005	g0536	NA	Ribosomal protein S3	95	2	10	1	1	1	0	0	0	0	10	Ribosomal protein S3(10)	NA(10)	264	264	264.00	148	1	pQBR103_00351		pQBR11d_00369	pQBR124_00349	pQBR4_00373	pQBR43_00392			pQBR49_00391	pQBR5_00349	pQBR50d_00349	pQG1rel01_00351					pQG1rel06_00396			
g0382	g0382	tolC	Outer membrane protein TolC	50	2	10	1.80	1	4	0	4	0	8	18	Outer membrane protein TolC(13):TolC family protein(5)	tolC(18)	783	1257	1228.50	149	1					pQBR4_00457;pQBR4_00580	pQBR43_00211;pQBR43_00420;pQBR43_00456		pQBR47p_00211	pQBR49_00205;pQBR49_00474;pQBR49_00664	pQBR5_00529	pQBR50d_00412;pQBR50d_00444;pQBR50d_00567;pQBR50d_00606					pQG1rel05_00317		pQG1rel07_00317	pQG1rel08_00140	pQG1rel09_00317
g0330_0001	g0330	icmV	Intracellular multiplication protein IcmV	60	3	10	1	1	1	0	0	0	0	10	Intracellular multiplication protein IcmV(10)	icmV(10)	279	282	280.20	150	1	pQBR103_00325		pQBR11d_00343	pQBR124_00324	pQBR4_00348	pQBR43_00367			pQBR49_00366	pQBR5_00324	pQBR50d_00324	pQG1rel01_00325							pQG1rel08_00379	
